Date	JPY
2022-03-31	
2022-03-30	
2022-03-29	
2022-03-28	
2022-03-27	
2022-03-26	
2022-03-25	
2022-03-24	
2022-03-23	
2022-03-22	
2022-03-21	
2022-03-20	
2022-03-19	
2022-03-18	
2022-03-17	
2022-03-16	
2022-03-15	
2022-03-14	
2022-03-13	
2022-03-12	
2022-03-11	
2022-03-10	
2022-03-09	
2022-03-08	
2022-03-07	
2022-03-06	0.008722197994
2022-03-05	0.008722197994
2022-03-04	0.008722197994
2022-03-03	0.008645283998
2022-03-02	0.008651267411
2022-03-01	0.008705493166
2022-02-28	0.008687342542
2022-02-27	0.00864902266
2022-02-26	0.00864902266
2022-02-25	0.00864902266
2022-02-24	0.008661758337
2022-02-23	0.008686587908
2022-02-22	0.008700191404
2022-02-21	0.00868960723
2022-02-20	0.00868960723
2022-02-19	0.00868960723
2022-02-18	0.00868960723
2022-02-17	0.008693384335
2022-02-16	0.008664760419
2022-02-15	0.008647526807
2022-02-14	0.008641548566
2022-02-13	0.008627383315
2022-02-12	0.008627383315
2022-02-11	0.008627383315
2022-02-10	0.008632596685
2022-02-09	0.008662508663
2022-02-08	0.00864902266
2022-02-07	0.008688852203
2022-02-06	0.008679048776
2022-02-05	0.008679048776
2022-02-04	0.008679048776
2022-02-03	0.008704735376
2022-02-02	0.008744316194
2022-02-01	0.008713078331
2022-01-31	0.008679048776
2022-01-30	0.008679802101
2022-01-29	0.008679802101
2022-01-28	0.008679802101
2022-01-27	0.008660258076
2022-01-26	0.008746610688
2022-01-25	0.008781173165
2022-01-24	0.008785802144
2022-01-23	0.008793527963
2022-01-22	0.008793527963
2022-01-21	0.008793527963
2022-01-20	0.008765778401
2022-01-19	0.008750437522
2022-01-18	0.00872600349
2022-01-17	0.008780402142
2022-01-16	0.008780402142
2022-01-15	0.008780402142
2022-01-14	0.008780402142
2022-01-13	0.008767315448
2022-01-12	0.008715356458
2022-01-11	0.008667013347
2022-01-10	0.008685079034
2022-01-09	0.008649770781
2022-01-08	0.008649770781
2022-01-07	0.008649770781
2022-01-06	0.008637070306
2022-01-05	0.008627383315
2022-01-04	0.008611780916
2022-01-03	0.008675284116
2022-01-02	0.008682816706
2022-01-01	0.008682816706
2021-12-31	0.008682816706
2021-12-30	0.008682816706
2021-12-29	0.008697921197
2021-12-28	0.00871459695
2021-12-27	0.008707009142
2021-12-26	0.008739730816
2021-12-25	0.008739730816
2021-12-24	0.008739730816
2021-12-23	0.008739730816
2021-12-22	0.008755034145
2021-12-21	0.008763473841
2021-12-20	0.008814455707
2021-12-19	0.008805917577
2021-12-18	0.008805917577
2021-12-17	0.008805917577
2021-12-16	0.008797395971
2021-12-15	0.008785030308
2021-12-14	0.008800492828
2021-12-13	0.008816787163
2021-12-12	0.008821453776
2021-12-11	0.008821453776
2021-12-10	0.008821453776
2021-12-09	0.008808244517
2021-12-08	0.008785030308
2021-12-07	0.008802042074
2021-12-06	0.008825346395
2021-12-05	0.008858965273
2021-12-04	0.008858965273
2021-12-03	0.008858965273
2021-12-02	0.00884173298
2021-12-01	0.008863676653
2021-11-30	0.008832361774
2021-11-29	0.008791208791
2021-11-28	0.00881367883
2021-11-27	0.00881367883
2021-11-26	0.00881367883
2021-11-25	0.008670019074
2021-11-24	0.008670019074
2021-11-23	0.008697164724
2021-11-22	0.008719155986
2021-11-21	0.008786574115
2021-11-20	0.008786574115
2021-11-19	0.008786574115
2021-11-18	0.008755034145
2021-11-17	0.008746610688
2021-11-16	0.008724480893
2021-11-15	0.008775008775
2021-11-14	0.008779631255
2021-11-13	0.008779631255
2021-11-12	0.008779631255
2021-11-11	0.008780402142
2021-11-10	0.008780402142
2021-11-09	0.008859750155
2021-11-08	0.008837825895
2021-11-07	0.008814455707
2021-11-06	0.008814455707
2021-11-05	0.008814455707
2021-11-04	0.008800492828
2021-11-03	0.008767315448
2021-11-02	0.008788890842
2021-11-01	0.008757334267
2021-10-31	0.008769622029
2021-10-30	0.008769622029
2021-10-29	0.008769622029
2021-10-28	0.008819897689
2021-10-27	0.008791208791
2021-10-26	0.008757334267
2021-10-25	0.008795074758
2021-10-24	0.008807468733
2021-10-23	0.008807468733
2021-10-22	0.008807468733
2021-10-21	0.008791208791
2021-10-20	0.008753501401
2021-10-19	0.00875120329
2021-10-18	0.008755034145
2021-10-17	0.00874814102
2021-10-16	0.00874814102
2021-10-15	0.00874814102
2021-10-14	0.008803591865
2021-10-13	0.008811349018
2021-10-12	0.00879584836
2021-10-11	0.008916629514
2021-10-10	0.008916629514
2021-10-09	0.008916629514
2021-10-08	0.008916629514
2021-10-07	0.008968609865
2021-10-06	0.008982304859
2021-10-05	0.008977466559
2021-10-04	0.009013881377
2021-10-03	0.009011444535
2021-10-02	0.009011444535
2021-10-01	0.009011444535
2021-09-30	0.008968609865
2021-09-29	0.008942144326
2021-09-28	0.008982304859
2021-09-27	0.009011444535
2021-09-26	0.009031791908
2021-09-25	0.009031791908
2021-09-24	0.009031791908
2021-09-23	0.009076881184
2021-09-22	0.009124920157
2021-09-21	0.009146620324
2021-09-20	0.00913492281
2021-09-19	0.009095870475
2021-09-18	0.009095870475
2021-09-17	0.009095870475
2021-09-16	0.009118263883
2021-09-15	0.009140767824
2021-09-14	0.009119095386
2021-09-13	0.009095870475
2021-09-12	0.009096697899
2021-09-11	0.009096697899
2021-09-10	0.009096697899
2021-09-09	0.009110787172
2021-09-08	0.009064539521
2021-09-07	0.009076881184
2021-09-06	0.009120758847
2021-09-05	0.009120758847
2021-09-04	0.009120758847
2021-09-03	0.009120758847
2021-09-02	0.00909008272
2021-09-01	0.009088430428
2021-08-31	0.009086778737
2021-08-30	0.009098353198
2021-08-29	0.009104151493
2021-08-28	0.009104151493
2021-08-27	0.009104151493
2021-08-26	0.009083477155
2021-08-25	0.009088430428
2021-08-24	0.009117432531
2021-08-23	0.009109127346
2021-08-22	0.009109957183
2021-08-21	0.009109957183
2021-08-20	0.009109957183
2021-08-19	0.009111617312
2021-08-18	0.009097525473
2021-08-17	0.009124920157
2021-08-16	0.009152480322
2021-08-15	0.009111617312
2021-08-14	0.009111617312
2021-08-13	0.009111617312
2021-08-12	0.009061254078
2021-08-11	0.009052231375
2021-08-10	0.009046499005
2021-08-09	0.009070294785
2021-08-08	0.009072763564
2021-08-07	0.009072763564
2021-08-06	0.009072763564
2021-08-05	0.009111617312
2021-08-04	0.009137426901
2021-08-03	0.009166743056
2021-08-02	0.009155832265
2021-08-01	0.009115770283
2021-07-31	0.009115770283
2021-07-30	0.009115770283
2021-07-29	0.009129918744
2021-07-28	0.009085953116
2021-07-27	0.009120758847
2021-07-26	0.009065361255
2021-07-25	0.009048136084
2021-07-24	0.009048136084
2021-07-23	0.009048136084
2021-07-22	0.009082652134
2021-07-21	0.009072763564
2021-07-20	0.009097525473
2021-07-19	0.009136592051
2021-07-18	0.009080177971
2021-07-17	0.009080177971
2021-07-16	0.009080177971
2021-07-15	0.009086778737
2021-07-14	0.009088430428
2021-07-13	0.009061254078
2021-07-12	0.009061254078
2021-07-11	0.009076057361
2021-07-10	0.009076057361
2021-07-09	0.009076057361
2021-07-08	0.009105809506
2021-07-07	0.009039956608
2021-07-06	0.009036688957
2021-07-05	0.008986340762
2021-07-04	0.008986340762
2021-07-03	0.008986340762
2021-07-02	0.008986340762
2021-07-01	0.008963786303
2021-06-30	0.009004952724
2021-06-29	0.00904731747
2021-06-28	0.009049773756
2021-06-27	0.009026900162
2021-06-26	0.009026900162
2021-06-25	0.009026900162
2021-06-24	0.009016319538
2021-06-23	0.009020386073
2021-06-22	0.009029345372
2021-06-21	0.009072763564
2021-06-20	0.009073586789
2021-06-19	0.009073586789
2021-06-18	0.009073586789
2021-06-17	0.009067827349
2021-06-16	0.009100837277
2021-06-15	0.009081002543
2021-06-14	0.009092562284
2021-06-13	0.009111617312
2021-06-12	0.009111617312
2021-06-11	0.009111617312
2021-06-10	0.009133254178
2021-06-09	0.009123255177
2021-06-08	0.00913492281
2021-06-07	0.009153318078
2021-06-06	0.009139097057
2021-06-05	0.009139097057
2021-06-04	0.009139097057
2021-06-03	0.009067827349
2021-06-02	0.009124920157
2021-06-01	0.009138261903
2021-05-31	0.009104980424
2021-05-30	0.009104980424
2021-05-29	0.009104980424
2021-05-28	0.009104980424
2021-05-27	0.00910663874
2021-05-26	0.009165902841
2021-05-25	0.009178522258
2021-05-24	0.009190331771
2021-05-23	0.009179364788
2021-05-22	0.009179364788
2021-05-21	0.009179364788
2021-05-20	0.009192021325
2021-05-19	0.009194556822
2021-05-18	0.009173470324
2021-05-17	0.009160025648
2021-05-16	0.009143275121
2021-05-15	0.009143275121
2021-05-14	0.009143275121
2021-05-13	0.009127418766
2021-05-12	0.009129918744
2021-05-11	0.0092140422
2021-05-10	0.009199632015
2021-05-09	0.009214891264
2021-05-08	0.009214891264
2021-05-07	0.009214891264
2021-05-06	0.009160025648
2021-05-05	0.00915164272
2021-05-04	0.009145783794
2021-05-03	0.009167583425
2021-05-02	0.009146620324
2021-05-01	0.009146620324
2021-04-30	0.009146620324
2021-04-29	0.009179364788
2021-04-28	0.009190331771
2021-04-27	0.009211495947
2021-04-26	0.009248982612
2021-04-25	0.009264406152
2021-04-24	0.009264406152
2021-04-23	0.009264406152
2021-04-22	0.009244707405
2021-04-21	0.009251549635
2021-04-20	0.009253261775
2021-04-19	0.009251549635
2021-04-18	0.009192866336
2021-04-17	0.009192866336
2021-04-16	0.009192866336
2021-04-15	0.009192866336
2021-04-14	0.009180207473
2021-04-13	0.009158347834
2021-04-12	0.009138261903
2021-04-11	0.009120758847
2021-04-10	0.009120758847
2021-04-09	0.009120758847
2021-04-08	0.009153318078
2021-04-07	0.009118263883
2021-04-06	0.009104980424
2021-04-05	0.009084302326
2021-04-04	0.009035872413
2021-04-03	0.009035872413
2021-04-02	0.009035872413
2021-04-01	0.00904077389
2021-03-31	0.00904077389
2021-03-30	0.009075233687
2021-03-29	0.009113278046
2021-03-28	0.00912825194
2021-03-27	0.00912825194
2021-03-26	0.00912825194
2021-03-25	0.009163383121
2021-03-24	0.009190331771
2021-03-23	0.009207255317
2021-03-22	0.009202171713
2021-03-21	0.009186954525
2021-03-20	0.009186954525
2021-03-19	0.009186954525
2021-03-18	0.009176837662
2021-03-17	0.009155832265
2021-03-16	0.009173470324
2021-03-15	0.009165062781
2021-03-14	0.009185266832
2021-03-13	0.009185266832
2021-03-12	0.009185266832
2021-03-11	0.009221689414
2021-03-10	0.009209799226
2021-03-09	0.009204712813
2021-03-08	0.009181050312
2021-03-07	0.009238728751
2021-03-06	0.009238728751
2021-03-05	0.009238728751
2021-03-04	0.009295408068
2021-03-03	0.009352787131
2021-03-02	0.009367681499
2021-03-01	0.009373828271
2021-02-28	0.009377344336
2021-02-27	0.009377344336
2021-02-26	0.009377344336
2021-02-25	0.009414422896
2021-02-24	0.009441979039
2021-02-23	0.009504799924
2021-02-22	0.009518370455
2021-02-21	0.009471490813
2021-02-20	0.009471490813
2021-02-19	0.009471490813
2021-02-18	0.009461633078
2021-02-17	0.009449116508
2021-02-16	0.009444654326
2021-02-15	0.009529254812
2021-02-14	0.009529254812
2021-02-13	0.009529254812
2021-02-12	0.009529254812
2021-02-11	0.009546539379
2021-02-10	0.009553835865
2021-02-09	0.009558401835
2021-02-08	0.009506607092
2021-02-07	0.009484066768
2021-02-06	0.009484066768
2021-02-05	0.009484066768
2021-02-04	0.009484966328
2021-02-03	0.009519276535
2021-02-02	0.00951565325
2021-02-01	0.00952653139
2021-01-31	0.009556574924
2021-01-30	0.009556574924
2021-01-29	0.009556574924
2021-01-28	0.009586808551
2021-01-27	0.009607070804
2021-01-26	0.009644131546
2021-01-25	0.009635767971
2021-01-24	0.009637625289
2021-01-23	0.009637625289
2021-01-22	0.009637625289
2021-01-21	0.00965530559
2021-01-20	0.00962834585
2021-01-19	0.00962834585
2021-01-18	0.009633911368
2021-01-17	0.009633911368
2021-01-16	0.009633911368
2021-01-15	0.009633911368
2021-01-14	0.009646922632
2021-01-13	0.009623712828
2021-01-12	0.009607070804
2021-01-11	0.009600614439
2021-01-10	0.009625565502
2021-01-09	0.009625565502
2021-01-08	0.009625565502
2021-01-07	0.009630200308
2021-01-06	0.009685230024
2021-01-05	0.009737098345
2021-01-04	0.009690861518
2021-01-03	0.009690861518
2021-01-02	0.009690861518
2021-01-01	0.009690861518
2020-12-31	0.009690861518
2020-12-30	0.009679605072
2020-12-29	0.009661835749
2020-12-28	0.009630200308
2020-12-27	0.009659969088
2020-12-26	0.009659969088
2020-12-25	0.009659969088
2020-12-24	0.009659969088
2020-12-23	0.009659969088
2020-12-22	0.009650646593
2020-12-21	0.009667440062
2020-12-20	0.009675858732
2020-12-19	0.009675858732
2020-12-18	0.009675858732
2020-12-17	0.009696499564
2020-12-16	0.009653441452
2020-12-15	0.009644131546
2020-12-14	0.009609840477
2020-12-13	0.009626492106
2020-12-12	0.009626492106
2020-12-11	0.009626492106
2020-12-10	0.009587727709
2020-12-09	0.009589566552
2020-12-08	0.009602458229
2020-12-07	0.009614460148
2020-12-06	0.009600614439
2020-12-05	0.009600614439
2020-12-04	0.009600614439
2020-12-03	0.00963669654
2020-12-02	0.009567546881
2020-12-01	0.009578544061
2020-11-30	0.009580379383
2020-11-29	0.009579461634
2020-11-28	0.009579461634
2020-11-27	0.009579461634
2020-11-26	0.009579461634
2020-11-25	0.009579461634
2020-11-24	0.009559315553
2020-11-23	0.009576709443
2020-11-22	0.009632983335
2020-11-21	0.009632983335
2020-11-20	0.009632983335
2020-11-19	0.00962927299
2020-11-18	0.009641342075
2020-11-17	0.009596928983
2020-11-16	0.009565716472
2020-11-15	0.009559315553
2020-11-14	0.009559315553
2020-11-13	0.009559315553
2020-11-12	0.009509319133
2020-11-11	0.009491268033
2020-11-10	0.009491268033
2020-11-09	0.009471490813
2020-11-08	0.009678668215
2020-11-07	0.009678668215
2020-11-06	0.009678668215
2020-11-05	0.00964599209
2020-11-04	0.009579461634
