Date	1INCH	AAVE	ADA	ALCX	ALGO	ALPHA	AR	AVAX	BAL	BAT	BNB	BTC	BUSD	CRV	DOGE	DOT	ETH	FTM	FTT	IMX	JPY	LINK	LOOKS	MATIC	MOB	NANO	SOL	SRM	STORJ	SUSHI	TFUEL	UNI	USDJPY	USDT	XEM	XMR	XRP	YFI	ZEC
2021-07-17		253.37	1.171600	264.28	0.7839	0.533982		10.81	17.60			31,397.31		1.4180	0.172118	12.03	1,876.88	0.1934	25.50	0.114356	0.009080177971			0.8114	10.4026		26.25		0.8056	6.3496	0.262551		110.13			199.44		27,629	93.13
2021-07-16		271.90	1.225000	278.64	0.8338	0.564566		11.39	18.90			31,841.55		1.5032	0.185238	13.07	1,916.60	0.2116	25.94	0.116221	0.009080177971			0.8782	10.7096		28.55		0.8886	6.7127	0.289474		110.13			197.66		30,042	100.01
2021-07-15		279.45	1.263700	291.90	0.8588	0.613532		11.80	19.97			32,827.88		1.5974	0.197749	13.81	1,994.71	0.2195	28.45	0.122549	0.009086778737			0.9297	10.7572		31.36		0.9334	7.1268	0.300409		110.05			192.92		31,531	104.55
2021-07-14		271.18	1.264900	292.73	0.8748	0.669577		11.90	19.85			32,723.85		1.6023	0.199978	14.2	1,941.17	0.2227	29.71	0.119651	0.009088430428			0.9459	10.8085		29.14		0.8903	7.1339	0.311316		110.03			196.46		32,268	104.11
2021-07-13		297.05	1.314000	316.98	0.8686	0.748419		12.16	20.88			33,125.47		1.6825	0.208009	14.86	2,034.10	0.2241	30.51	0.128502	0.009061254078			0.9957	12.0383		30.79		0.9235	7.6436	0.332171		110.36			203.45		32,911	108.01
2021-07-12		304.91	1.348300	330.99	0.8928	0.769166		12.43	22.01			34,254.02		1.7566	0.21601	15.49	2,140.51	0.2316	30.98	0.132394	0.009061254078			1.0426	11.3511		32.17		0.9503	8.1488	0.346431		110.36			203.67		33,766	110.80
2021-07-11		294.70	1.335200	330.16	0.8925	0.753414		12.02	21.88			33,509.08		1.7490	0.213887	15.28	2,110.88	0.2259	30.16	0.139647	0.009076057361			1.0297	11.2392		31.69		0.9476	7.9903	0.342614		110.18			206.72		33,174	108.12
2021-07-10		302.94	1.350700	348.57	0.9057	0.739270		12.55	22.36			33,811.24		1.7677	0.219846	15.68	2,147.00	0.2342	30.21	0.147826	0.009076057361			1.0517	11.0005		33.32		0.9932	8.4069	0.35839		110.18			211.58		33,488	110.98
2021-07-09		290.82	1.327300	341.51	0.8669	0.737193		12.10	22.15			32,861.67		1.7532	0.207073	15.31	2,115.57	0.2384	28.76	0.153993	0.009076057361			1.0409	10.7855		33.13		1.0666	7.8973	0.382123		110.18			209.68		33,032	109.13
2021-07-08		315.19	1.405000	397.45	0.9068	0.908821		13.11	24.42			33,889.61		1.9449	0.224383	16.88	2,317.95	0.2584	30.06	0.170249	0.009105809506			1.1287	9.8276		36.72		0.9704	8.7869	0.353286		109.82			212.68		35,423	118.51
2021-07-07		316.51	1.416200	377.54	0.9128	0.788245		13.35	24.90			34,225.68		1.9673	0.234301	16.14	2,323.21	0.2495	28.79	0.142717	0.009039956608			1.1312	9.5654		34.23		0.9591	8.9850	0.354015		110.62			205.25		35,941	117.55
2021-07-06		308.00	1.404700	350.62	0.8741	0.606828		12.05	24.34			33,723.51		1.7995	0.231216	15.24	2,197.92	0.2298	25.34	0.130113	0.009036688957			1.1012	9.4292		32.93		0.8848	8.0757	0.353659		110.66			215.29		32,465	111.32
2021-07-05		277.11	1.461200	369.39	0.8804	0.530934		12.34	25.24			35,284.34		1.8409	0.246419	16	2,321.92	0.2425	27.45	0.145697	0.008986340762			1.147	9.8239		34.28		0.8650	7.9349	0.375558		111.28			221.86		33,394	120.33
2021-07-04		259.40	1.404000	349.74	0.877	0.459011		11.50	22.49			34,665.57		1.7568	0.246425	15.55	2,226.55	0.2345	28.00	0.140432	0.008986340762			1.118	9.6011		34.50		0.8661	7.6188	0.377188		111.28			214.47		32,650	116.20
2021-07-03		234.21	1.394200	334.94	0.8464	0.444500		11.11	21.23			33,854.42		1.6610	0.245106	15.32	2,150.83	0.2270	27.30	0.137377	0.008986340762			1.1028	9.6973		34.02		0.8550	7.4184	0.368715		111.28			219.96		32,040	118.57
2021-07-02		230.81	1.332900	330.35	0.835	0.436233		11.22	20.13			33,549.60		1.6996	0.243982	15.22	2,109.89	0.2215	26.25	0.138034	0.008986340762			1.0742	10.3319		33.31		0.7965	7.4267	0.378243		111.28			214.84		31,971	120.39
2021-07-01		250.71	1.383800	358.17	0.8823	0.484560		11.95	22.24			35,035.98		1.8153	0.253828	16.41	2,274.40	0.2411	27.48	0.140446	0.008963786303			1.1675	10.2689		35.51		0.8431	8.1578	0.411991		111.56			211.46		33,802	130.83
2021-06-30		238.12	1.373000	339.67	0.8884	0.474365		11.93	20.56			35,908.39		1.7917	0.263417	16.31	2,164.22	0.2357	26.93	0.132424	0.009004952724			1.1718	10.3537		33.96		0.8875	7.9365	0.427766		111.05			206.25		33,669	126.21
2021-06-29		227.00	1.325500	320.67	0.8425	0.420736		11.30	18.79			34,475.56		1.6088	0.257061	15.78	2,083.45	0.2253	25.49	0.131052	0.00904731747			1.1201	9.9844		33.01		0.7106	7.5900	0.428964		110.53			222.39		31,321	117.89
2021-06-28		202.76	1.337100	307.34	0.8348	0.383766		10.95	16.38			34,679.12		1.5850	0.264918	15.04	1,981.39	0.2173	24.61	0.124492	0.009049773756			1.1141	10.0214		31.88		0.6555	7.1243	0.431534		110.5			217.84		30,180	107.52
2021-06-27		187.31	1.251800	284.54	0.8106	0.358773		10.33	15.18			32,287.52		1.4905	0.246045	14.52	1,831.00	0.2128	22.86	0.119467	0.009026900162			1.0771	9.5767		29.75		0.6286	6.8326	0.424532		110.78			212.87		28,701	103.57
2021-06-26		187.07	1.254300	291.76	0.7944	0.354189		10.24	15.92			31,594.66		1.4451	0.237673	14.44	1,810.88	0.2060	23.32	0.135379	0.009026900162			1.0401	9.6731		28.61		0.6115	6.3010	0.426297		110.78			211.67		28,231	100.30
2021-06-25		211.20	1.359500	313.39	0.8738	0.395709		11.49	18.02			34,659.11		1.6811	0.26348	16.23	1,989.22	0.2424	26.30	0.121960	0.009026900162			1.2021	10.1894		31.17		0.6799	7.0614	0.486642		110.78			202.69		31,344	112.77
2021-06-24		207.66	1.251400	302.69	0.8334	0.373445		11.47	16.80			33,682.80		1.5053	0.23497	15.81	1,968.96	0.2465	26.37	0.112911	0.009016319538			1.1782	9.8044		30.85		0.6604	7.0541	0.478774		110.91			196.01		30,984	111.75
2021-06-23		206.03	1.155800	278.11	0.7424	0.334695		10.55	16.29			32,515.71		1.4003	0.190671	14.66	1,878.63	0.2171	24.84	0.121798	0.009020386073			1.0752	9.7801		26.91		0.5767	6.8063	0.452857		110.86			225.58		28,626	106.34
2021-06-22		212.56	1.175200	282.63	0.7544	0.392428		11.19	15.44			31,622.38		1.4483	0.178682	15.72	1,886.67	0.2352	25.15	0.111028	0.009029345372			1.0978	11.5069		26.59		0.6227	6.6406	0.459373		110.75			218.69		29,368	101.28
2021-06-21		272.92	1.427000	367.05	0.9342	0.538498		13.93	19.42			35,641.14		1.9245	0.28066	20.64	2,245.32	0.3088	29.91	0.171270	0.009072763564			1.3997	12.4268		35.26		0.8219	8.4238	0.589522		110.22			201.51		36,053	131.91
2021-06-20		255.24	1.387400	368.31	0.9379	0.537279		13.40	18.89			35,563.14		1.8609	0.286394	20.26	2,171.34	0.3090	29.60	0.177009	0.009073586789			1.3609	13.0487		35.24		0.8272	7.4905	0.589739		110.21			203.10		33,349	128.29
2021-06-19		265.40	1.417600	395.88	0.992	0.558700		13.64	19.69			35,854.53		1.9257	0.293649	21.45	2,235.16	0.2954	29.74	0.168863	0.009073586789			1.3805	12.7936		36.82		0.8327	7.8367	0.580015		110.21			264.70		34,156	132.73
2021-06-18		293.53	1.482800	459.71	1.065	0.598766		14.86	22.35			38,099.48		2.0990	0.306428	22.55	2,374.59	0.3213	32.11	0.181584	0.009073586789			1.5038	13.3545		39.27		0.8935	8.4709	0.562524		110.21			268.75		36,351	142.31
2021-06-17		290.30	1.484600	469.52	1.0164	0.591262		14.08	22.26			38,341.42		2.0692	0.307749	23.02	2,367.31	0.2804	31.90	0.157665	0.009067827349			1.4789	13.7695		39.69		0.9029	8.4779	0.503269		110.28			266.10		36,384	136.92
2021-06-16		311.93	1.556600	615.48	1.0327	0.639666		14.72	23.96			40,168.69		2.2396	0.320378	23.97	2,544.86	0.2889	33.85	0.175966	0.009100837277			1.6281	14.0770		39.55		0.9696	9.1129	0.498721		109.88			277.19		38,944	136.70
2021-06-15		319.40	1.573900	669.01	1.0712	0.655821		15.07	24.30			40,427.17		2.2674	0.326785	25.19	2,587.76	0.2979	34.06	0.167198	0.009081002543			1.5944	14.1853		40.54		0.9912	9.2233	0.544747		110.12			262.39		39,392	138.27
2021-06-14		316.28	1.557000	643.93	1.0408	0.612134		14.75	23.83			39,016.97		2.2051	0.323903	22.04	2,508.77	0.2799	32.84	0.164209	0.009092562284			1.4652	14.6553		38.70		0.9478	8.6330	0.575076		109.98			279.60		38,578	132.95
2021-06-13		278.74	1.480500	647.57	0.9892	0.580613		13.53	22.51			35,555.79		2.0832	0.312485	20.76	2,372.69	0.2393	30.75	0.141123	0.009111617312			1.3409	13.3977		36.51		0.8958	7.8366	0.423947		109.75			281.07		36,294	125.94
2021-06-12		285.44	1.437700	688.93	0.9734	0.591707		13.42	23.09			37,340.14		2.1575	0.318893	20.96	2,354.75	0.2530	31.53	0.159833	0.009111617312			1.2503	13.1943		36.16		0.9369	8.5646	0.482242		109.75			260.70		36,935	124.77
2021-06-11		310.25	1.533100	742.05	1.047	0.661265		14.20	24.54			36,697.03		2.2652	0.326364	22.68	2,472.86	0.2798	32.68	0.164197	0.009111617312			1.3631	11.8572		41.11		0.9848	9.4116	0.531011		109.75			243.33		37,827	134.09
2021-06-10		339.01	1.627800	730.04	1.0397	0.727899		15.39	26.27			37,389.52		2.5253	0.343339	23.2	2,611.14	0.3066	33.66	0.190414	0.009133254178			1.491	13.8226		42.02		1.0211	10.5484	0.575974		109.49			242.92		40,498	145.07
2021-06-09		330.01	1.583500	704.22	0.9406	0.675883		14.81	25.24			33,416.98		2.3231	0.326423	21.66	2,510.20	0.2926	30.93	0.185777	0.009123255177			1.4801	16.6438		41.28		1.0020	10.0849	0.577913		109.61			255.68		39,707	131.06
2021-06-08		334.94	1.567100	733.26	0.9629	0.705331		15.55	27.17			33,589.52		2.1521	0.331822	21.7	2,594.60	0.2982	31.93	0.202006	0.00913492281			1.4863	14.8956		38.25		1.0282	10.2748	0.477979		109.47			274.80		40,424	135.95
2021-06-07		365.47	1.677200	749.54	1.0255	0.791627		17.40	29.12			35,835.27		2.4590	0.371566	24.2	2,713.05	0.3415	33.82	0.228230	0.009153318078			1.5816	15.2608		42.25		1.1551	11.5472	0.459268		109.25			253.43		43,070	149.56
2021-06-06		356.80	1.656500	756.93	0.9767	0.778734		17.24	28.54			35,538.61		2.5318	0.371676	23.79	2,629.75	0.3128	33.52	0.235370	0.009139097057			1.5276	15.3317		39.75		1.0630	11.5750	0.444525		109.42			249.20		42,263	153.87
2021-06-05		373.40	1.709900	772.21	1.0294	0.824988		18.26	29.13			36,880.16		2.6967	0.376752	25.02	2,691.62	0.3360	34.69	0.240651	0.009139097057			1.6325	15.8404		37.42		1.1132	11.8561	0.43092		109.42			272.60		42,643	155.59
2021-06-04		398.55	1.846700	845.87	1.1103	0.925716		20.28	31.76			39,242.48		2.5025	0.400982	26.99	2,857.17	0.3818	36.45	0.230217	0.009139097057			1.8248	15.9856		39.58		1.2191	13.2310	0.431529		109.42			264.06		45,877	172.92
2021-06-03		384.44	1.754600	794.07	1.0192	0.837847		18.70	30.58			37,599.41		2.3334	0.423739	25.94	2,708.38	0.3502	34.96	0.233036	0.009067827349			1.8002	16.8190		34.02		1.1948	12.5498	0.367237		110.28			287.83		45,205	164.47
2021-06-02		372.91	1.736100	780.96	0.8956	0.824070		17.75	29.08			36,699.92		2.0490	0.370302	22.85	2,634.46	0.3095	33.81	0.207202	0.009124920157			1.8242	16.4961		30.94		1.0564	12.0522	0.364899		109.59			309.50		45,087	154.05
2021-06-01		382.43	1.738400	825.47	0.9363	0.867912		18.16	30.75			37,293.79		1.9621	0.325744	23.3	2,707.56	0.3209	34.08	0.240756	0.009138261903			1.8728	16.8598		32.77		1.0936	12.4768	0.339096		109.43			294.71		47,059	161.96
2021-05-31		324.58	1.575600	747.22	0.849	0.752692		16.52	27.66			35,658.59		1.6791	0.301949	20.48	2,387.20	0.2951	31.43	0.209492	0.009104980424			1.8649	16.6045		28.60		1.0162	10.8332	0.304624		109.83			266.43		41,900	150.07
2021-05-30		297.75	1.404300	722.45	0.8297	0.701371		16.18	26.85			34,607.41		1.7408	0.302969	19.86	2,278.29	0.2760	30.34	0.193591	0.009104980424			1.6914	17.3644		27.41		1.0159	10.0381	0.286372		109.83			272.44		39,184	149.17
2021-05-29		319.96	1.513600	772.68	0.8991	0.769435		16.73	28.29			35,684.16		1.5899	0.311398	21.37	2,414.07	0.3037	32.25	0.209824	0.009104980424			1.8182	16.6354		29.00		1.0576	10.6044	0.293539		109.83			261.93		40,883	164.68
2021-05-28		371.61	1.650600	927.59	0.9721	0.893612		19.07	31.52			38,507.08		1.7526	0.333651	23.98	2,742.47	0.3476	35.90	0.244600	0.009104980424			2.0399	14.6285		33.68		1.2058	12.1076	0.31194		109.83			243.00		46,766	149.91
2021-05-27		415.20	1.781100	952.68	1.0239	0.968849		20.83	33.89			39,316.89		1.8945	0.353463	24.55	2,888.75	0.3776	36.78	0.282161	0.00910663874			2.2131	13.9567		35.48		1.2882	13.4518	0.307073		109.81			262.52		50,198	158.71
2021-05-26		370.81	1.554500	917.46	0.9766	0.855353		19.49	31.75			38,392.63		1.6145	0.346396	22.19	2,707.05	0.3296	33.22	0.242677	0.009165902841			1.9382	13.3073		30.05		1.1046	12.2593	0.278913		109.1			251.82		46,924	145.51
2021-05-25		386.97	1.550400	888.33	0.9792	0.930716		19.39	31.78			38,795.78		1.6262	0.366041	23.26	2,649.03	0.3433	33.32	0.236169	0.009178522258			1.7425	12.7751		31.40		1.0882	11.9748	0.279354		108.95			268.81		48,396	149.33
2021-05-24		294.32	1.316200	658.02	0.8201	0.654306		15.63	25.49			34,700.36		1.3215	0.306715	17.92	2,099.94	0.2522	27.00	0.200766	0.009190331771			1.0773	8.2607		24.50		0.9052	9.0178	0.252023		108.81			246.87		32,683	114.59
2021-05-23		335.39	1.4657	899.86		0.884498		18.85	29.97			37,531.45		1.6306	0.342522	22.07	2,298.37	0.2909	33.32	0.299314	0.009179364788			1.1955	9.5814		31.23		1.0358	11.0874			108.94			256.05		38,519	142.64
2021-05-22		373.80	1.5531	976.28		1.050606		21.87	32.89		326.80	37,371.03		1.8475	0.358717	24.47	2,436.01	0.3525	36.06	0.320509	0.009179364788			1.487	11.6276		38.99		1.1186	12.7726			108.94			226.52		43,733	157.04
2021-05-21		467.53	1.8026	1,173.54		1.314407		25.10	38.39			40,596.95		2.2040	0.398124	29.02	2,772.34	0.4487	40.78	0.408877	0.009179364788			1.831	14.8451		44.45		1.1954	15.1424			108.94			231.54		51,801	182.69
2021-05-20		412.88	1.472	978.27		1.148850		23.13	33.92			36,753.67		1.9470	0.330252	25.06	2,439.64	0.3949	36.75	0.364004	0.009192021325			1.6257	14.6052		35.04		0.9701	13.1614			108.79			256.91		45,916	146.65
2021-05-19		629.23	2.0066	1,351.69		1.893110		36.98	49.73			42,944.98		3.4945	0.476435	40.69	3,382.66	0.6836	51.02	0.446074	0.009194556822			2.4483	23.2411		56.09		1.5419	21.5076			108.76			281.02		73,002	255.22
2021-05-18		572.22	2.0281	1,281.92		1.779962		33.63	48.60		624.39	43,488.06		3.0775	0.486954	38.63	3,276.87	0.5801	50.42	0.464193	0.009173470324			1.724	23.9373	10.1001	46.66		1.4960	16.1480			109.01	1.0000		198.25		64,243	235.08
2021-05-17		527.26	2.3002	1,319.47		1.894580		36.55	54.04			46,415.90		3.2729	0.513413	42.39	3,581.34	0.6310	54.01	0.520271	0.009160025648			1.7192	25.5019		46.90		1.5889	16.5618			109.17			341.58		65,894	262.22
2021-05-16		515.71	2.1714	1,340.69		1.938770		34.43	56.26			46,716.64		3.2114	0.50791	43.53	3,641.83	0.6132	53.25	0.576795	0.009143275121			1.5966	26.4816		43.40		1.6224	16.1742			109.37			339.45		66,808	270.55
2021-05-15		594.44	2.0066	1,493.31		2.217828		36.95	63.26			49,855.50		3.6732	0.559668	47.96	4,075.95	0.6912	57.87	0.736865	0.009143275121			1.4716	27.3137		42.70		1.8005	18.5616			109.37			390.81		77,611	305.66
2021-05-14		508.92	1.9273	1,360.55		2.239564		35.04	59.89			49,682.98		3.3617	0.48707	39.97	3,720.12	0.6177	54.67	0.736721	0.009143275121			1.0522	27.1885		41.03		1.7008	14.7614			109.37			382.14		66,041	296.02
2021-05-13		508.13	1.5053	1,520.64	1.2144	1.808345		32.81	62.05			46980.02		3.3144	0.3663	35.06	3,828.92	0.6001	56.22	0.828731	0.009127418766	39.62		0.9605	26.4911		43.24			14.8513			109.56			412.67		65,830.41	281.39
2021-05-12		457.4	1.7635	1,579.33	1.4737	1.877579		36.76	70.65			56714.53		3.3120	0.4937	38.65	4,174.64	0.7875	61.31	0.897202	0.009129918744	48.84		1.0666	28.4123		44.59			15.2527			109.53			402.50		82,835.78	301.95
2021-05-11		433.16	1.6417	1,642.70	1.371	1.666864		34.69	61.67			55847.24		3.0886	0.4505	36.51	3,948.27	0.7702	59.20	0.713608	0.0092140422	46.32		0.8761	28.4761		42.87			13.8424			108.53			396.70		62,364.77	283.86
2021-05-10		459.3	1.7661	1,682.73	1.5147	1.882223		38.93	66.19			58250.87		3.4442	0.5697	40.3	3,924.41	0.9171	60.94	0.648282	0.009199632015	52.25		0.9699	28.6915		44.34			15.5065			108.7			453.21		53,362.05	304.37
2021-05-09		466.57	1.6203	1,779.55	1.5173	1.875637		38.40	69.64			58877.39		3.5664	0.6358	39.89	3,911.46	0.8154	61.35	0.868114	0.009214891264	48.62		0.849	28.0602		45.62			16.3141			108.52			441.25		54,095.74	314.88
2021-05-08		445.22	1.6545	1,607.88	1.5775	1.943685		37.90	64.77			57352.77		3.6554	0.6878	39.88	3,481.99	0.7752	58.60	0.719694	0.009214891264	49.16		0.7515	29.5471		43.15			15.8053			108.52			483.71		53,368.33	319.56
2021-05-07		452.41	1.6487	1,592.44	1.5445	1.929280		37.97	66.19			56413.95		3.2425	0.5811	41.58	3,490.11	0.7311	57.99	0.676002	0.009214891264	47.14		0.7629	30.3948		43.50			16.5137			108.52			475.82		52,366.63	308.00
2021-05-06		479.77	1.4781	1,547.66	1.4423	1.988567		35.25	68.86			57441.31		3.0937	0.6528	40.44	3,524.93	0.7830	58.50	0.985957	0.009160025648	49.55		0.8092	33.9808		44.97			14.3679			109.17			454.72		54,522.44	290.29
2021-05-05		452.66	1.271	1,446.06	1.2747	1.861372		30.29	65.05			53252.16		2.8242	0.5374	34.77	3,240.55	0.6503	53.80	1.162675	0.00915164272	45.51		0.7033	31.3814		42.64			12.6795			109.27			422.58		50,282.53	241.07
2021-05-04		519.34	1.3629	1,538.62	1.4362	2.177545		35.88	71.88			57214.18		3.2443	0.4466	37.26	3,431.13	0.7107	57.90	1.941820	0.009145783794	42.05		0.7951	31.7441		45.98			14.3848			109.34			417.30		53,398.56	250.35
2021-05-03		480.51	1.3225	1,377.15		1.972665		31.32	61.39	1.2545		56601.5		3.2792	0.3754	36.7	2953.33	0.7535	54.94	1.724048	0.009167583425			0.8168	31.5138	10.13	46.90			13.9007	0.3577	42.87	109.08	1	0.3403	379.43	1.555	48,502.92	243.95
2021-05-02	5.52	503.71	1.3514	1,433.27		2.043934		31.79	63.28	1.2704		57825.86		3.4033	0.3911	36.9	2945.56	0.8116	55.47		0.009146620324			0.7855	31.4684	10.45	49.50			14.7707	0.3591	40.33	109.33	0.9999	0.3512	411.56	1.652	49,792.72	255.85
2021-05-01	5.65	444.87	1.3524	1,385.47		1.933441		32.90	61.78	1.2628		57714.66		3.3300	0.3376	36.52	2772.84	0.7395	54.72		0.009146620324			0.8207	32.1738	8.48	42.89			14.3565	0.3582	40.64	109.33	0.9999	0.3526		1.5984	48,906.71	245.52
2021-04-30	5.47	439.3	1.3062	1,338.69		1.607128		27.93	58.89	1.1886		53568.66		3.0199	0.3047	35.98	2757.73	0.5811	52.38		0.009146620324			0.8885	29.2922	7.99	42.50			14.0470	0.3361	41.04	109.33	1	0.3351		1.3985	46,789.43	
2021-04-29	5.55	461.08	1.3371	1,240.10		1.432247		28.30	58.75	1.1999		54858.09		3.0383	0.3232	33.96	2748.65	0.5923	52.90		0.009179364788			0.7762	30.5599	8.08	44.85			14.3088	0.3142	42.85	108.94	0.9998	0.3334		1.358	48,061.38	
2021-04-28	5.12	440.6	1.306	1,307.19		1.449822		27.92	59.60	1.2568		55036.64		3.1288	0.2723	34.79	2664.69	0.5260	53.61		0.009190331771			0.829	32.7668	8.34	43.16			14.2767	0.3213	39.63	108.81	1.0002	0.3472		1.4016	48,698.21	
2021-04-27	4.55	405.54	1.2376	1,321.79		1.334782		26.47	53.13	1.1947		54030.3		2.7776	0.2714	33.42	2534.03	0.3854	50.84		0.009211495947			0.5362	32.2941	8.22	43.89			12.1542	0.3023	38.19	108.56	0.9998	0.314		1.3667	45,248.73	
2021-04-26	3.99	347.64	1.0902	1,233.08		1.218916		21.62	47.91	1.0249		49077.79		2.3815	0.2512	29.81	2319.48	0.3057	46.42		0.009248982612			0.384	26.2721	7.11	47.54			10.9605	0.2667	34.34	108.12	1.0002	0.2697		1.0352	39,754.47	
2021-04-25	3.95	317.67	1.1027	1,300.79		1.232505		21.83	46.42	1.0324		50052.83		2.3758	0.2698	28.97	2214.41	0.2780	45.49		0.009264406152			0.3548	25.0523	7.33	40.85			10.7009	0.2385	30.13	107.94	1.0001	0.2698		1.0495	39,208.30	
2021-04-24	4.28	345.77	1.1588	1,364.82		1.373391		23.58	50.88	1.1859		51143.23		2.6410	0.2495	32.26	2367.2	0.3154	47.42		0.009264406152			0.3819	26.8796	8.16	37.26			11.8275	0.265	32.94	107.94	1.0001	0.2888		1.1702	43,321.28	
2021-04-23	4.59	361.73	1.1458	1,416.96		1.362228		23.99	54.42	1.1008		51739.81		2.7636	0.261	32.96	2401.26	0.3279	48.82		0.009264406152			0.3501	30.5139	7.56	38.90			12.3272	0.251	34	107.94	0.9999	0.2985		1.1571	45,434.72	
2021-04-22	5.02	353.46	1.2039	1,567.55		1.520555		25.83	55.06	1.2273		53857.11		2.8890	0.306	33.79	2357.87	0.3682	50.89		0.009244707405			0.3565	31.0661	8.7	32.68			12.4544	0.29	33.42	108.17	0.9999	0.3566		1.2918	45,417.18	
2021-04-21	5.02	361.58	1.2677	1,601.05		1.360381		27.41	55.80	1.2739		56471.13		3.0286	0.317	35.46	2331.16	0.4007	52.76		0.009251549635			0.3423	32.2263	8.69	31.68			12.7047	0.3108	31.98	108.09	1.0001	0.3715		1.3862	48,895.75	
2021-04-20	4.85	346.12	1.1946	1,560.97		1.275127		26.14	51.75	1.3259		55681.79		2.8197	0.4084	34.72	2161.94	0.4003	49.31		0.009253261775			0.3255	37.3551	9.67	31.48			12.1486	0.3006	31.39	108.07	0.9999	0.3765		1.31	46,775.42	
